Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-8875555,"MET activates RAP1 and RAC1",4,13,9.246745856746568E-4,1.43500129099694E-4,2.87000258199388E-4,5,5,4.1722296395193593E-4,9606,Homo sapiens,"GAB1;GRB2;RAC1;MET","","R-HSA-8875591;R-HSA-8875558;R-HSA-8875540;R-HSA-8875568;R-HSA-8875576"
R-HSA-111458,"Formation of apoptosome",4,13,9.246745856746568E-4,1.43500129099694E-4,2.87000258199388E-4,9,10,8.344459279038719E-4,9606,Homo sapiens,"CASP9;CYCS;MAPK1;MAPK3","","R-HSA-114256;R-HSA-114259;R-HSA-9627056;R-HSA-9627089;R-HSA-6804596;R-HSA-9627078;R-HSA-6805426;R-HSA-6804652;R-HSA-114254"
R-HSA-2586552,"Signaling by Leptin",4,13,9.246745856746568E-4,1.43500129099694E-4,2.87000258199388E-4,17,19,0.0015854472630173564,9606,Homo sapiens,"IRS1;STAT3;PTPN11;JAK2","","R-HSA-2671850;R-HSA-2672302;R-HSA-2671855;R-HSA-2671872;R-HSA-2671873;R-HSA-2730595;R-HSA-2671747;R-HSA-2671876;R-HSA-2730599;R-HSA-2671868;R-HSA-2671742;R-HSA-2671839;R-HSA-2586559;R-HSA-2586555;R-HSA-2671829;R-HSA-2671862;R-HSA-2586553"
R-HSA-9627069,"Regulation of the apoptosome activity",4,13,9.246745856746568E-4,1.43500129099694E-4,2.87000258199388E-4,5,6,5.006675567423231E-4,9606,Homo sapiens,"CASP9;CYCS;MAPK1;MAPK3","","R-HSA-9627089;R-HSA-6804596;R-HSA-9627078;R-HSA-6805426;R-HSA-6804652"
R-HSA-447115,"Interleukin-12 family signaling",9,96,0.006828366171135927,1.4568359949396203E-4,2.9136719898792407E-4,56,114,0.009512683578104138,9606,Homo sapiens,"CDC42;STAT1;CFL1;STAT3;IL6ST;JAK2;JAK1","","R-HSA-8950537;R-HSA-8984963;R-HSA-8950405;R-HSA-8984964;R-HSA-8983835;R-HSA-447252;R-HSA-8983834;R-HSA-447130;R-HSA-8950423;R-HSA-8950441;R-HSA-8952749;R-HSA-8983983;R-HSA-8950063;R-HSA-8983841;R-HSA-8983845;R-HSA-448427;R-HSA-8950716;R-HSA-8983996;R-HSA-8950591;R-HSA-8983870;R-HSA-8950448;R-HSA-8950581;R-HSA-8950453;R-HSA-8950583;R-HSA-8984012;R-HSA-8950733;R-HSA-8984014;R-HSA-8984001;R-HSA-8983872;R-HSA-8950210;R-HSA-8950340;R-HSA-8950724;R-HSA-8983876;R-HSA-8983878;R-HSA-6809140;R-HSA-8950364;R-HSA-8983519;R-HSA-8983518;R-HSA-8950737;R-HSA-8950354;R-HSA-8984021;R-HSA-8950485;R-HSA-8984023;R-HSA-8950637;R-HSA-8981093;R-HSA-8950757;R-HSA-1067646;R-HSA-8952807;R-HSA-8950522;R-HSA-8950780;R-HSA-8950269;R-HSA-8950782;R-HSA-8950128;R-HSA-447226;R-HSA-8950518;R-HSA-8952823"
R-HSA-3642278,"Loss of Function of TGFBR2 in Cancer",3,5,3.556440714133295E-4,1.465378883594992E-4,2.930757767189984E-4,4,4,3.337783711615487E-4,9606,Homo sapiens,"TGFB1;TGFBR1;TGFBR2","","R-HSA-3645780;R-HSA-3645778;R-HSA-3642203;R-HSA-3645786"
R-HSA-3645790,"TGFBR2 Kinase Domain Mutants in Cancer",3,5,3.556440714133295E-4,1.465378883594992E-4,2.930757767189984E-4,3,3,2.5033377837116157E-4,9606,Homo sapiens,"TGFB1;TGFBR1;TGFBR2","","R-HSA-3645780;R-HSA-3645778;R-HSA-3645786"
R-HSA-5368598,"Negative regulation of TCF-dependent signaling by DVL-interacting proteins",3,5,3.556440714133295E-4,1.465378883594992E-4,2.930757767189984E-4,2,2,1.6688918558077436E-4,9606,Homo sapiens,"DVL1;DVL2;DVL3","","R-HSA-5368582;R-HSA-5368588"
R-HSA-5654720,"PI-3K cascade:FGFR4",5,25,0.0017782203570666478,1.5604072856856277E-4,3.1208145713712554E-4,7,7,5.841121495327102E-4,9606,Homo sapiens,"PIK3CA;GAB1;GRB2;PTPN11;FGFR4","","R-HSA-5654662;R-HSA-5654659;R-HSA-177931;R-HSA-5654669;R-HSA-5654717;R-HSA-5654714;R-HSA-5654667"
R-HSA-5654221,"Phospholipase C-mediated cascade; FGFR2",5,25,0.0017782203570666478,1.5604072856856277E-4,3.1208145713712554E-4,3,3,2.5033377837116157E-4,9606,Homo sapiens,"PLCG1;FGFR2","","R-HSA-5654147;R-HSA-5654159;R-HSA-5654157"
R-HSA-389513,"CTLA4 inhibitory signaling",5,25,0.0017782203570666478,1.5604072856856277E-4,3.1208145713712554E-4,3,5,4.1722296395193593E-4,9606,Homo sapiens,"SRC;AKT2;AKT3;AKT1;PTPN11","","R-HSA-388833;R-HSA-388829;R-HSA-390329"
R-HSA-1834949,"Cytosolic sensors of pathogen-associated DNA ",8,77,0.005476918699765275,1.7107867824339706E-4,3.4215735648679413E-4,7,48,0.004005340453938585,9606,Homo sapiens,"IKBKB;CREBBP;CHUK;REL;CTNNB1;EP300;NFKB1;RELA;NFKB2","","R-HSA-9604480;R-HSA-3134904;R-HSA-3134901;R-HSA-168910;R-HSA-3134883;R-HSA-3134914;R-HSA-168140"
R-HSA-1839117,"Signaling by cytosolic FGFR1 fusion mutants",5,26,0.0018493491713493136,1.868434584118006E-4,3.736869168236012E-4,8,14,0.0011682242990654205,9606,Homo sapiens,"PIK3CA;STAT1;STAT3;GRB2;GAB2","","R-HSA-1839102;R-HSA-1839080;R-HSA-1839114;R-HSA-1839110;R-HSA-1888198;R-HSA-1839095;R-HSA-1839107;R-HSA-1839091"
R-HSA-9013695,"NOTCH4 Intracellular Domain Regulates Transcription",5,26,0.0018493491713493136,1.868434584118006E-4,3.736869168236012E-4,4,9,7.510013351134847E-4,9606,Homo sapiens,"CREBBP;SMAD3;FLT4;EP300","","R-HSA-9604451;R-HSA-9605414;R-HSA-9604471;R-HSA-9604664"
R-HSA-210990,"PECAM1 interactions",4,14,9.958033999573227E-4,1.9006382928787868E-4,3.8012765857575737E-4,4,7,5.841121495327102E-4,9606,Homo sapiens,"SRC;PTPN6;PTPN11;PLCG1","","R-HSA-210291;R-HSA-210294;R-HSA-210277;R-HSA-210283"
R-HSA-204998,"Cell death signalling via NRAGE, NRIF and NADE",8,80,0.005690305142613272,2.208702466123258E-4,4.417404932246516E-4,10,17,0.0014185580774365822,9606,Homo sapiens,"TIAM1;MAPK8;BAD;TRAF6;CASP3;RAC1;SOS1;VAV1","","R-HSA-205075;R-HSA-193666;R-HSA-205136;R-HSA-204949;R-HSA-193669;R-HSA-205112;R-HSA-205039;R-HSA-205118;R-HSA-205117;R-HSA-205132"
R-HSA-5627123,"RHO GTPases activate PAKs",5,27,0.0019204779856319795,2.2207839791799078E-4,4.4415679583598155E-4,13,15,0.0012516688918558078,9606,Homo sapiens,"CDC42;PAK1;LIMK1;RAC1","","R-HSA-8981931;R-HSA-445797;R-HSA-5668947;R-HSA-419232;R-HSA-5627775;R-HSA-2029460;R-HSA-2029456;R-HSA-5668984;R-HSA-5669240;R-HSA-8981926;R-HSA-5669158;R-HSA-5669250;R-HSA-442832"
R-HSA-4839735,"AXIN mutants destabilize the destruction complex, activating WNT signaling",4,15,0.0010669322142399886,2.4664085097458877E-4,4.932817019491775E-4,2,2,1.6688918558077436E-4,9606,Homo sapiens,"GSK3B;GSK3A;CSNK1A1;AXIN1","","R-HSA-5251562;R-HSA-4839734"
R-HSA-5339716,"Misspliced GSK3beta mutants stabilize beta-catenin",4,15,0.0010669322142399886,2.4664085097458877E-4,4.932817019491775E-4,1,1,8.344459279038718E-5,9606,Homo sapiens,"GSK3B;GSK3A;CSNK1A1;AXIN1;CTNNB1","","R-HSA-5339713"
R-HSA-376172,"DSCAM interactions",4,15,0.0010669322142399886,2.4664085097458877E-4,4.932817019491775E-4,3,6,5.006675567423231E-4,9606,Homo sapiens,"MAPK8;PAK1;RAC1;MAPK14","","R-HSA-451366;R-HSA-451347;R-HSA-376123"
R-HSA-109582,"Hemostasis",32,830,0.0590369158546127,2.4787224558620036E-4,4.957444911724007E-4,74,327,0.02728638184245661,9606,Homo sapiens,"SHC1;SRC;CDC42;CFL1;RAC2;MAPK1;AKT1;CSK;RAC1;PLCG1;PRKACA;JAK2;MAPK3;TGFB1;SYK;PDPK1;PRKCD;PRKCA;PTPN11;MAPK14;VAV1;RHOA;PIK3CA;GRB2;KRAS;PTPN6;RAF1;SOS1;TP53","","R-HSA-443910;R-HSA-114689;R-HSA-1011598;R-HSA-425861;R-HSA-418176;R-HSA-443905;R-HSA-429441;R-HSA-428941;R-HSA-429449;R-HSA-432148;R-HSA-434836;R-HSA-5684801;R-HSA-354066;R-HSA-354077;R-HSA-354073;R-HSA-443418;R-HSA-210974;R-HSA-418200;R-HSA-5684169;R-HSA-354087;R-HSA-210977;R-HSA-442273;R-HSA-428961;R-HSA-377644;R-HSA-443439;R-HSA-437932;R-HSA-377641;R-HSA-437162;R-HSA-377640;R-HSA-2316429;R-HSA-377643;R-HSA-443831;R-HSA-442291;R-HSA-437936;R-HSA-992696;R-HSA-453183;R-HSA-204861;R-HSA-139842;R-HSA-204871;R-HSA-430158;R-HSA-354124;R-HSA-204873;R-HSA-992708;R-HSA-8870732;R-HSA-434637;R-HSA-442314;R-HSA-437195;R-HSA-437192;R-HSA-434633;R-HSA-482775;R-HSA-372693;R-HSA-453200;R-HSA-372697;R-HSA-354149;R-HSA-418662;R-HSA-429415;R-HSA-372705;R-HSA-432096;R-HSA-210277;R-HSA-432110;R-HSA-418158;R-HSA-210283;R-HSA-481007;R-HSA-354165;R-HSA-210291;R-HSA-418163;R-HSA-210294;R-HSA-114553;R-HSA-437118;R-HSA-997237;R-HSA-114683;R-HSA-418170;R-HSA-204798;R-HSA-114684"
R-HSA-1251932,"PLCG1 events in ERBB2 signaling",3,6,4.2677288569599545E-4,2.495617167382891E-4,4.991234334765782E-4,2,2,1.6688918558077436E-4,9606,Homo sapiens,"ERBB2;PLCG1;EGFR","","R-HSA-1251922;R-HSA-1251944"
R-HSA-165181,"Inhibition of TSC complex formation by PKB",3,6,4.2677288569599545E-4,2.495617167382891E-4,4.991234334765782E-4,2,2,1.6688918558077436E-4,9606,Homo sapiens,"AKT2;TSC2;TSC1","","R-HSA-165162;R-HSA-165182"
R-HSA-8952158,"RUNX3 regulates BCL2L11 (BIM) transcription",3,6,4.2677288569599545E-4,2.495617167382891E-4,4.991234334765782E-4,2,2,1.6688918558077436E-4,9606,Homo sapiens,"SMAD4;SMAD3;FOXO3","","R-HSA-8952232;R-HSA-8952226"
R-HSA-392451,"G beta:gamma signalling through PI3Kgamma",5,29,0.0020627356141973115,3.0749603969559836E-4,6.149920793911967E-4,2,4,3.337783711615487E-4,9606,Homo sapiens,"PDPK1;AKT2;AKT3;AKT1;RHOA","","R-HSA-202692;R-HSA-9603279"
R-HSA-8951936,"RUNX3 regulates p14-ARF",4,16,0.0011380610285226546,3.1441029256806807E-4,6.288205851361361E-4,8,8,6.675567423230974E-4,9606,Homo sapiens,"TGFB1;CCND1;EP300;KRAS","","R-HSA-8951977;R-HSA-8952058;R-HSA-8952062;R-HSA-8951966;R-HSA-8951951;R-HSA-8952081;R-HSA-8952069;R-HSA-8952101"
R-HSA-937039,"IRAK1 recruits IKK complex",4,16,0.0011380610285226546,3.1441029256806807E-4,6.288205851361361E-4,4,4,3.337783711615487E-4,9606,Homo sapiens,"IKBKB;CHUK;IRAK1;TRAF6","","R-HSA-937050;R-HSA-937034;R-HSA-937032;R-HSA-937044"
R-HSA-975144,"IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation",4,16,0.0011380610285226546,3.1441029256806807E-4,6.288205851361361E-4,4,4,3.337783711615487E-4,9606,Homo sapiens,"IKBKB;CHUK;IRAK1;TRAF6","","R-HSA-975119;R-HSA-975142;R-HSA-975122;R-HSA-975139"
R-HSA-4839743,"phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex",4,16,0.0011380610285226546,3.1441029256806807E-4,6.288205851361361E-4,4,4,3.337783711615487E-4,9606,Homo sapiens,"GSK3B;GSK3A;CSNK1A1;AXIN1;CTNNB1","","R-HSA-4827388;R-HSA-4839635;R-HSA-4839634;R-HSA-4839638"
R-HSA-5358752,"T41 mutants of beta-catenin aren't phosphorylated",4,16,0.0011380610285226546,3.1441029256806807E-4,6.288205851361361E-4,1,1,8.344459279038718E-5,9606,Homo sapiens,"GSK3B;GSK3A;CSNK1A1;AXIN1;CTNNB1","","R-HSA-4839638"
R-HSA-5358749,"S37 mutants of beta-catenin aren't phosphorylated",4,16,0.0011380610285226546,3.1441029256806807E-4,6.288205851361361E-4,1,1,8.344459279038718E-5,9606,Homo sapiens,"GSK3B;GSK3A;CSNK1A1;AXIN1;CTNNB1","","R-HSA-4839635"
R-HSA-5358751,"S45 mutants of beta-catenin aren't phosphorylated",4,16,0.0011380610285226546,3.1441029256806807E-4,6.288205851361361E-4,1,1,8.344459279038718E-5,9606,Homo sapiens,"GSK3B;GSK3A;CSNK1A1;AXIN1;CTNNB1","","R-HSA-4827388"
R-HSA-5358747,"S33 mutants of beta-catenin aren't phosphorylated",4,16,0.0011380610285226546,3.1441029256806807E-4,6.288205851361361E-4,1,1,8.344459279038718E-5,9606,Homo sapiens,"GSK3B;GSK3A;CSNK1A1;AXIN1;CTNNB1","","R-HSA-4839634"
R-HSA-209543,"p75NTR recruits signalling complexes",4,16,0.0011380610285226546,3.1441029256806807E-4,6.288205851361361E-4,8,9,7.510013351134847E-4,9606,Homo sapiens,"IKBKB;IRAK1;TRAF6","","R-HSA-193665;R-HSA-193686;R-HSA-193684;R-HSA-193641;R-HSA-193694;R-HSA-209566;R-HSA-193695;R-HSA-193647"
R-HSA-5357956,"TNFR1-induced NFkappaB signaling pathway",5,30,0.0021338644284799773,3.5854324139605875E-4,7.170864827921175E-4,2,5,4.1722296395193593E-4,9606,Homo sapiens,"IKBKB;CHUK;TAB2;TAB1;MAP3K7","","R-HSA-5357776;R-HSA-5357860"
R-HSA-3134973,"LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production",3,7,4.979016999786613E-4,3.905787279347983E-4,7.811574558695966E-4,4,5,4.1722296395193593E-4,9606,Homo sapiens,"CREBBP;CTNNB1;EP300","","R-HSA-3134904;R-HSA-3134901;R-HSA-3134883;R-HSA-3134914"
R-HSA-111464,"SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes ",3,7,4.979016999786613E-4,3.905787279347983E-4,7.811574558695966E-4,2,3,2.5033377837116157E-4,9606,Homo sapiens,"CASP9;CASP3;CYCS","","R-HSA-114419;R-HSA-114440"
R-HSA-111463,"SMAC (DIABLO) binds to IAPs ",3,7,4.979016999786613E-4,3.905787279347983E-4,7.811574558695966E-4,2,4,3.337783711615487E-4,9606,Homo sapiens,"CASP9;CASP3;CYCS","","R-HSA-114306;R-HSA-114361"
R-HSA-448706,"Interleukin-1 processing",3,7,4.979016999786613E-4,3.905787279347983E-4,7.811574558695966E-4,1,5,4.1722296395193593E-4,9606,Homo sapiens,"REL;NFKB1;RELA;NFKB2","","R-HSA-448703"
R-HSA-3134963,"DEx/H-box helicases activate type I IFN and inflammatory cytokines production ",3,7,4.979016999786613E-4,3.905787279347983E-4,7.811574558695966E-4,1,5,4.1722296395193593E-4,9606,Homo sapiens,"REL;NFKB1;RELA;NFKB2","","R-HSA-9604480"
R-HSA-6804759,"Regulation of TP53 Activity through Association with Co-factors",4,17,0.0012091898428053204,3.945786517997041E-4,7.891573035994082E-4,10,11,9.17890520694259E-4,9606,Homo sapiens,"AKT2;AKT3;AKT1;TP53","","R-HSA-6803719;R-HSA-3222259;R-HSA-6804402;R-HSA-6799777;R-HSA-6799761;R-HSA-6803425;R-HSA-6803437;R-HSA-6805785;R-HSA-6804425;R-HSA-3221982"
R-HSA-3371556,"Cellular response to heat stress",10,135,0.009602389928159897,4.0918817166168964E-4,8.183763433233793E-4,5,29,0.0024198931909212283,9606,Homo sapiens,"RPTOR;GSK3B;CREBBP;GSK3A;MAPKAPK2;AKT1S1;MLST8;EP300;MAPK1;MTOR;MAPK3","","R-HSA-3371554;R-HSA-5082405;R-HSA-3371435;R-HSA-3371531;R-HSA-4793911"
R-HSA-1266695,"Interleukin-7 signaling",5,31,0.002204993242762643,4.1575034747953765E-4,8.315006949590753E-4,15,25,0.0020861148197596794,9606,Homo sapiens,"SOCS1;IRS1;STAT3;JAK1","","R-HSA-449958;R-HSA-1295540;R-HSA-6785165;R-HSA-8983011;R-HSA-1295519;R-HSA-8983077;R-HSA-1295516;R-HSA-8983078;R-HSA-8983003;R-HSA-1264832;R-HSA-9012671;R-HSA-9025969;R-HSA-8983059;R-HSA-449978;R-HSA-8983063"
R-HSA-112315,"Transmission across Chemical Synapses",17,338,0.024041539227541077,4.639457764100685E-4,9.27891552820137E-4,15,133,0.011098130841121495,9606,Homo sapiens,"PDPK1;SRC;PRKCA;RPS6KA3;ERBB4;RPS6KA2;RPS6KA1;MDM2;MAPK1;KRAS;RAC1;PRKACA;MAPK3","","R-HSA-442724;R-HSA-416320;R-HSA-9612085;R-HSA-8951727;R-HSA-421007;R-HSA-9619803;R-HSA-442732;R-HSA-111919;R-HSA-9619843;R-HSA-9029434;R-HSA-111925;R-HSA-442739;R-HSA-111924;R-HSA-9620004;R-HSA-416639"
R-HSA-1839126,"FGFR2 mutant receptor activation",6,49,0.0034853118998506294,4.767823776604674E-4,9.535647553209348E-4,17,18,0.0015020026702269693,9606,Homo sapiens,"FGFR2","","R-HSA-8853319;R-HSA-2029983;R-HSA-8853313;R-HSA-2033490;R-HSA-8853320;R-HSA-2077424;R-HSA-2033488;R-HSA-2033486;R-HSA-2029992;R-HSA-2033479;R-HSA-8851710;R-HSA-2029988;R-HSA-2029989;R-HSA-2033474;R-HSA-2067713;R-HSA-2029984;R-HSA-2033472"
R-HSA-9615017,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",6,49,0.0034853118998506294,4.767823776604674E-4,9.535647553209348E-4,32,34,0.0028371161548731644,9606,Homo sapiens,"SMAD2;SMAD4;SMAD3;FOXO4;FOXO3;FOXO1","","R-HSA-9622738;R-HSA-9623059;R-HSA-9622737;R-HSA-9625749;R-HSA-9623192;R-HSA-9625693;R-HSA-9625346;R-HSA-9623427;R-HSA-9625091;R-HSA-9623168;R-HSA-9625863;R-HSA-9617927;R-HSA-9622980;R-HSA-9625092;R-HSA-9622981;R-HSA-9623240;R-HSA-9625101;R-HSA-9623280;R-HSA-9624624;R-HSA-9623281;R-HSA-9623415;R-HSA-9617972;R-HSA-9624611;R-HSA-9625699;R-HSA-9623072;R-HSA-9625124;R-HSA-9625828;R-HSA-9623018;R-HSA-9617832;R-HSA-9617833;R-HSA-9623023;R-HSA-9625324"
R-HSA-5357769,"Caspase activation via extrinsic apoptotic signalling pathway",5,32,0.0022761220570453092,4.795855574960539E-4,9.591711149921078E-4,14,17,0.0014185580774365822,9606,Homo sapiens,"CASP9;CASP8;CASP3;CFLAR","","R-HSA-373700;R-HSA-418852;R-HSA-2562564;R-HSA-141159;R-HSA-141156;R-HSA-3465459;R-HSA-373705;R-HSA-3371359;R-HSA-139952;R-HSA-3371360;R-HSA-418846;R-HSA-73945;R-HSA-418845;R-HSA-3465448"
R-HSA-975163,"IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation",4,18,0.0012803186570879864,4.883747879732558E-4,9.767495759465117E-4,5,5,4.1722296395193593E-4,9606,Homo sapiens,"TRAF6;TAB2;TAB1;MAP3K7","","R-HSA-450358;R-HSA-975103;R-HSA-975147;R-HSA-975097;R-HSA-975185"
R-HSA-391160,"Signal regulatory protein family interactions",4,18,0.0012803186570879864,4.883747879732558E-4,9.767495759465117E-4,3,10,8.344459279038719E-4,9606,Homo sapiens,"SRC;GRB2;PTPN6;PTPN11","","R-HSA-391156;R-HSA-391153;R-HSA-391150"
R-HSA-75893,"TNF signaling",6,50,0.0035564407141332956,5.295404602486675E-4,0.001059080920497335,9,29,0.0024198931909212283,9606,Homo sapiens,"IKBKB;CASP8;CHUK;TAB2;TAB1;MAP3K7","","R-HSA-5692550;R-HSA-5634228;R-HSA-5357776;R-HSA-5357828;R-HSA-5357860;R-HSA-5357831;R-HSA-5626962;R-HSA-75240;R-HSA-2672196"
R-HSA-5660668,"CLEC7A/inflammasome pathway",3,8,5.690305142613273E-4,5.74619895266193E-4,0.001149239790532386,4,4,3.337783711615487E-4,9606,Homo sapiens,"CASP8;NFKB1;RELA","","R-HSA-5660662;R-HSA-5660663;R-HSA-5660622;R-HSA-5660665"
R-HSA-195399,"VEGF binds to VEGFR leading to receptor dimerization",3,8,5.690305142613273E-4,5.74619895266193E-4,0.001149239790532386,3,3,2.5033377837116157E-4,9606,Homo sapiens,"FLT1;FLT4;KDR","","R-HSA-194310;R-HSA-194311;R-HSA-194308"
R-HSA-111459,"Activation of caspases through apoptosome-mediated cleavage",3,8,5.690305142613273E-4,5.74619895266193E-4,0.001149239790532386,2,2,1.6688918558077436E-4,9606,Homo sapiens,"CASP9;CASP3;CYCS","","R-HSA-114261;R-HSA-114252"
R-HSA-194313,"VEGF ligand-receptor interactions",3,8,5.690305142613273E-4,5.74619895266193E-4,0.001149239790532386,3,4,3.337783711615487E-4,9606,Homo sapiens,"FLT1;FLT4;KDR","","R-HSA-194310;R-HSA-194311;R-HSA-194308"
R-HSA-111469,"SMAC, XIAP-regulated apoptotic response",3,8,5.690305142613273E-4,5.74619895266193E-4,0.001149239790532386,5,10,8.344459279038719E-4,9606,Homo sapiens,"CASP9;CASP3;CYCS","","R-HSA-114419;R-HSA-9627104;R-HSA-114306;R-HSA-114361;R-HSA-114440"
R-HSA-937072,"TRAF6-mediated induction of TAK1 complex within TLR4 complex",4,19,0.0013514474713706523,5.970451750316741E-4,0.0011940903500633482,6,6,5.006675567423231E-4,9606,Homo sapiens,"TRAF6;TAB2;TAB1;MAP3K7","","R-HSA-450358;R-HSA-936952;R-HSA-936985;R-HSA-936951;R-HSA-937075;R-HSA-936947"
R-HSA-196299,"Beta-catenin phosphorylation cascade",4,19,0.0013514474713706523,5.970451750316741E-4,0.0011940903500633482,4,4,3.337783711615487E-4,9606,Homo sapiens,"GSK3B;GSK3A;CSNK1A1;AXIN1;CTNNB1","","R-HSA-195283;R-HSA-195318;R-HSA-195287;R-HSA-195300"
R-HSA-8849471,"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases",4,19,0.0013514474713706523,5.970451750316741E-4,0.0011940903500633482,5,13,0.0010847797062750334,9606,Homo sapiens,"KRAS;RAC1;RHOA","","R-HSA-8981353;R-HSA-8981355;R-HSA-8849085;R-HSA-8848618;R-HSA-8849082"
R-HSA-5602358,"Diseases associated with the TLR signaling cascade",5,34,0.0024183796856106408,6.290779291774351E-4,0.0012581558583548702,3,14,0.0011682242990654205,9606,Homo sapiens,"IKBKB;CHUK;REL;NFKB1;RELA;NFKB2","","R-HSA-5228811;R-HSA-5228840;R-HSA-5262921"
R-HSA-5260271,"Diseases of Immune System",5,34,0.0024183796856106408,6.290779291774351E-4,0.0012581558583548702,3,14,0.0011682242990654205,9606,Homo sapiens,"IKBKB;CHUK;REL;NFKB1;RELA;NFKB2","","R-HSA-5228811;R-HSA-5228840;R-HSA-5262921"
R-HSA-1169091,"Activation of NF-kappaB in B cells",7,72,0.0051212746283519454,6.400232640785264E-4,0.0012800465281570528,7,10,8.344459279038719E-4,9606,Homo sapiens,"IKBKB;CHUK;REL;BTRC;MAP3K7;NFKB1;RELA","","R-HSA-1168641;R-HSA-1168640;R-HSA-1168643;R-HSA-1168642;R-HSA-1168633;R-HSA-1168637;R-HSA-1168638"
R-HSA-157118,"Signaling by NOTCH",14,257,0.01828010527064514,6.846055450574484E-4,0.0013692110901148968,38,152,0.012683578104138851,9606,Homo sapiens,"JUN;ITCH;CREBBP;SMAD3;CCND1;STAT1;MYC;FLT4;EP300;AKT1;TP53;EGFR","","R-HSA-1912415;R-HSA-9021451;R-HSA-9021450;R-HSA-1980125;R-HSA-9018573;R-HSA-9021325;R-HSA-9018572;R-HSA-2976551;R-HSA-1912406;R-HSA-1912401;R-HSA-4396371;R-HSA-1980047;R-HSA-1912393;R-HSA-1912394;R-HSA-4395227;R-HSA-4396379;R-HSA-1912391;R-HSA-4396382;R-HSA-2976563;R-HSA-1912386;R-HSA-9021334;R-HSA-9017835;R-HSA-9604471;R-HSA-9016751;R-HSA-4395236;R-HSA-9604664;R-HSA-1980078;R-HSA-9604451;R-HSA-9605414;R-HSA-9013567;R-HSA-4396347;R-HSA-1912357;R-HSA-9014129;R-HSA-9604328;R-HSA-1912416;R-HSA-1980067;R-HSA-1980128;R-HSA-1980065"
R-HSA-3642279,"TGFBR2 MSI Frameshift Mutants in Cancer",2,2,1.4225762856533183E-4,7.537047166800148E-4,0.0015074094333600296,1,1,8.344459279038718E-5,9606,Homo sapiens,"TGFB1;TGFBR2","","R-HSA-3642203"
R-HSA-5663220,"RHO GTPases Activate Formins",10,149,0.01059819332811722,8.652222327304449E-4,0.0017304444654608897,19,27,0.002253004005340454,9606,Homo sapiens,"CDC42;DAAM1;SRC;SRF;PLK1;DVL1;DVL2;DVL3;RAC1;RHOA","","R-HSA-5665686;R-HSA-5665751;R-HSA-3858489;R-HSA-3858495;R-HSA-5666160;R-HSA-5666129;R-HSA-5665809;R-HSA-5665982;R-HSA-5666046;R-HSA-5665727;R-HSA-5665659;R-HSA-5666104;R-HSA-5666008;R-HSA-5666169;R-HSA-5665989;R-HSA-5663232;R-HSA-5666049;R-HSA-5665998;R-HSA-5665802"
R-HSA-111465,"Apoptotic cleavage of cellular proteins",5,38,0.0027028949427413047,0.0010295649004588014,0.002059129800917603,30,38,0.003170894526034713,9606,Homo sapiens,"CASP8;ROCK1;CASP3;PRKCD;CTNNB1","","R-HSA-351877;R-HSA-201603;R-HSA-202947;R-HSA-351876;R-HSA-201611;R-HSA-201608;R-HSA-212552;R-HSA-202960;R-HSA-351894;R-HSA-202967;R-HSA-201622;R-HSA-202966;R-HSA-351901;R-HSA-202969;R-HSA-201631;R-HSA-201630;R-HSA-201629;R-HSA-201628;R-HSA-201639;R-HSA-202917;R-HSA-201637;R-HSA-201636;R-HSA-350319;R-HSA-201640;R-HSA-351913;R-HSA-351849;R-HSA-201595;R-HSA-202939;R-HSA-351871;R-HSA-350651"
R-HSA-8941858,"Regulation of RUNX3 expression and activity",6,57,0.004054342414111956,0.0010373992692332967,0.0020747985384665935,6,9,7.510013351134847E-4,9606,Homo sapiens,"TGFB1;SMURF2;SRC;SMURF1;MDM2;EP300","","R-HSA-8952382;R-HSA-8937807;R-HSA-8937792;R-HSA-8952419;R-HSA-8952371;R-HSA-8937814"
R-HSA-9603381,"Activated NTRK3 signals through PI3K",3,10,7.11288142826659E-4,0.0010902376629258193,0.0021804753258516385,5,5,4.1722296395193593E-4,9606,Homo sapiens,"PIK3CA;IRS1;SRC","","R-HSA-9603445;R-HSA-9603419;R-HSA-9603407;R-HSA-9603420;R-HSA-9603437"
R-HSA-6804758,"Regulation of TP53 Activity through Acetylation",5,39,0.0027740237570239704,0.0011539137770508745,0.002307827554101749,8,14,0.0011682242990654205,9606,Homo sapiens,"AKT2;AKT3;AKT1;EP300;TP53","","R-HSA-6811479;R-HSA-6805638;R-HSA-5628871;R-HSA-6805620;R-HSA-6811508;R-HSA-6805650;R-HSA-3222093;R-HSA-6805640"
